,country,code,indicator,time,value
2832,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,349243
2833,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,146351
2834,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2835,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,3097
2836,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2837,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,386542
2838,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2839,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,344300
2840,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,219591
2841,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2842,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,6369
2843,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2844,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,288
2845,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2846,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2847,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1435
2848,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1479397
2849,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2850,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,218
2851,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,95723
2852,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,3086
2853,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2854,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2855,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,769
2856,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,13493
2857,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2858,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2859,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,2162
2860,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2861,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2862,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,178332
2863,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2864,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,356000
2865,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2866,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,32758
2867,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,9445
2868,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,58927
2869,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2870,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2871,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,173403
2872,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2873,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1804
2874,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,117284
2875,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,110731
2876,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2877,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2878,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2879,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,254148
2880,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,826529
2881,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,57374
2882,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2883,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2884,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2885,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,16117
2886,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2887,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2888,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,127657
2889,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1179268
2890,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,68
2891,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,2992
2892,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2893,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2894,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2895,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2896,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2897,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,137453
2898,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2899,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,519
2900,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2901,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,43852
2902,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,13182
2903,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2904,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,2049
2905,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,5300
2906,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,34468
2907,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,71382
2908,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,100564
2909,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,5053
2910,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,3916290
2911,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,616117
2912,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2913,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,122743
2914,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,64116
2915,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2916,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,110309
2917,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1090775
2918,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2919,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,2391915
2920,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,49416
2921,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2922,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,18444
2923,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2924,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2925,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1028933
2926,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2927,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,17909
2928,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2929,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,3924
2930,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,46554
2931,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,73052
2932,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1432
2933,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2934,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,27535
2935,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2936,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2937,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,941
2938,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2940,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,32599
2941,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,2705
2942,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,68687
2943,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2944,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,5792
2945,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1010
2946,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2947,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2948,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,702
2949,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,1043770
2950,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2951,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2952,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2953,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,45831
2954,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2955,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,114005
2956,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2957,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2958,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2959,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2960,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,48229
2961,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,379047
2962,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,580
2963,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,84764
2964,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,35588
2965,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,2118
2966,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,193731
2967,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2968,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,88510
2969,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,29
2970,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2971,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,NA
2972,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,44568
2973,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1983,4846
